,,,,,,,,,2 QB,Dynasty,Dynasty 2 QB,AAV,,Health Report,
T614,Renardo Green,SF,CB,-,-,176.85,-,-,-,-,-,,0.01,Ques,Hamstring
T614,Raymond Vohasek,FA,DT,-,-,169.92,-,-,-,-,-,,,,
T614,Casey Washington,ATL,WR,-,-,169.99,-,-,-,-,-,,0.00,,
T614,Taylor Morin,PHI,WR,-,-,-,-,-,-,-,-,,,,
T614,Dylan Leonard,FA,TE,-,-,-,-,-,-,-,-,,,,
T614,Trikweze Bridges,LAC,S,-,-,170.00,-,-,-,-,-,,,,
T614,Brandon Dorlus,ATL,DT,-,-,169.97,-,-,-,-,-,,,,
T614,Jamal Hill,HOU,LB,-,-,170.02,-,-,-,-,-,,,,
T614,DJ James,NE,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Treven Ma'ae,LV,DT,-,-,-,-,-,-,-,-,,,,
T614,Xavier Gipson,NYJ,WR,-,-,169.97,-,-,-,-,-,,,Ques,Shoulder
T614,Darius Muasau,NYG,LB,-,-,170.64,-,-,-,-,-,,,,
T614,SirVocea Dennis,TB,LB,-,-,171.19,-,-,-,-,-,,,,
T614,Brandon Hill,FA,S,-,-,170.00,-,-,-,-,-,,,Ques,Leg
T614,Calijah Kancey,TB,DT,459.00,-,176.34,-,-,-,-,-,,0.03,,
T614,Marshawn Kneeland,DAL,DE,-,-,170.59,-,-,-,-,-,,,,
T614,Skyy Moore,KC,WR,-,-,169.96,-,241.37,-,-,-,,0.00,,
T614,Jared Wayne,FA,WR,-,-,169.97,-,-,-,-,-,,,,
T614,Jerrion Ealy,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,AJ Finley,SEA,S,-,-,170.00,-,-,-,-,-,,,IR,Knee
T614,Jonathan Mingo,DAL,WR,"1,447.68",-,169.97,-,242.64,-,-,425.80,,0.01,Ques,Knee
T614,De'Antre Prince,JAX,CB,-,-,170.00,-,-,-,-,-,,,,
T614,John Rhys Plumlee,SEA,WR,-,-,-,-,-,-,400.00,-,,,,
T614,Garrett Williams,ARI,CB,-,-,170.45,-,-,-,-,-,,0.01,,
T614,Mason Fairchild,FA,TE,-,-,-,-,-,-,-,-,,,,
T614,Tyler Owens,WAS,S,-,-,170.00,-,-,-,-,-,,,,
T614,T'Vondre Sweat,TEN,DT,594.00,-,171.84,-,-,-,-,-,,,Ques,Mouth
T614,Lou Hedley,FA,P,-,-,170.16,-,-,-,-,-,,,,
T614,Andre Carter,LV,DE,-,-,170.02,-,-,-,-,-,,,,
T614,Isaiah Wooden,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,Benjie Franklin,FA,CB,-,-,-,-,-,-,-,-,,,,
T614,Darius Hagans,FA,RB,-,-,-,-,-,607.70,-,-,,,,
T614,Gavin Hardison,FA,QB,-,-,-,-,-,-,473.00,-,,,,
T614,Odieu Hiliare,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,Mike Strachan,FA,WR,-,-,170.00,-,-,-,-,-,,0.00,,
T614,Tyreik McAllister,FA,WR,-,-,169.98,-,-,-,-,-,,,,
T614,Trey Taylor,LV,S,-,-,170.00,-,-,-,-,-,,,,
T614,Will Anderson,HOU,DE,157.00,-,170.33,-,-,-,-,-,,0.56,,
T614,Chris Braswell,TB,LB,-,-,170.02,-,-,-,-,-,,,,
T614,Traeshon Holden,DAL,WR,-,-,-,-,-,524.30,666.60,-,,,,
T614,Jase McClellan,TB,RB,-,-,169.99,-,-,-,-,-,,,,
T614,Drew Sanders,DEN,LB,-,-,170.00,-,-,-,-,-,,,Ques,Foot
T614,Jeremiah Webb,NE,WR,-,-,-,-,-,-,-,-,,,,
T614,Anthony Landphere,FA,TE,-,-,-,-,-,-,-,-,,,,
T614,Patrick McMorris,MIA,S,-,-,170.00,-,-,-,-,-,,,,
T614,Cam Hart,LAC,CB,"1,467.80",-,170.48,-,-,-,-,-,,,Ques,Shoulder
T614,Kyle Hamilton,BAL,S,156.00,-,154.36,108.40,-,-,-,-,,1.21,,
T614,JD Bertrand,ATL,LB,789.00,-,170.00,-,-,-,-,-,,,,
T614,Isaiah Foskey,NO,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Marist Liufau,DAL,LB,731.00,-,172.06,-,-,-,-,-,,,,
T614,Matthew Hayball,FA,P,404.00,-,170.18,-,-,-,-,-,,,,
T614,Devon Witherspoon,SEA,CB,253.00,-,162.33,-,-,-,-,-,,0.73,,
T614,Shaquan Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,Omar Brown,GB,S,-,-,170.00,-,-,-,-,-,,,Ques,Chest
T614,Coleman Owen,IND,WR,-,-,-,-,-,-,-,-,,,,
T614,Brandon Codrington,BUF,CB,-,-,169.91,-,-,-,-,-,,,,
T614,Jared Verse,LAR,LB,169.00,-,168.81,-,-,-,-,-,,0.44,Ques,Knee
T614,Christopher Edmonds,CLE,S,-,-,170.00,-,-,-,-,-,,,,
T614,Dalen Cambre,NYG,WR,-,-,-,-,-,-,-,-,,,,
T614,Demani Richardson,CAR,S,451.00,-,170.00,-,-,-,-,-,,,,
T614,Jalen Wydermyer,FA,TE,-,-,170.00,-,-,-,-,-,,0.00,,
T614,Jammie Robinson,ARI,S,-,-,170.00,-,-,-,-,-,,,,
T614,David Bell,CLE,WR,"1,683.60",-,169.99,-,-,-,-,-,,,NFI-A,Hip
T614,Shilo Sanders,TB,S,-,-,-,-,-,-,-,-,,,,
T614,Cam Smith,MIA,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Peter LeBlanc,FA,WR,-,-,-,-,-,-,-,551.20,,,,
T614,Josh Wallace,LAR,CB,-,-,170.00,-,-,-,-,-,,,,
T614,TJ Sheffield,TEN,WR,-,-,-,-,-,-,-,-,,,,
T614,Milton Wright,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T614,Spencer Shrader,IND,K,"1,348.80",-,169.96,-,-,551.30,-,699.20,,0.01,,
T614,Xavier Weaver,ARI,WR,-,-,169.99,-,-,-,482.10,655.70,,,,
T614,Kyrese Rowan,DEN,WR,-,-,-,-,-,-,-,-,,,,
T614,George Holani,SEA,RB,-,-,169.97,-,241.39,-,535.10,499.00,,0.00,,
T614,JL Skinner,DEN,S,-,-,170.00,-,-,-,-,-,,,,
T614,Marcus Harris,BUF,DT,-,-,170.00,-,-,-,-,-,,,,
T614,Payton Thorne,CIN,QB,-,-,-,-,-,372.00,557.30,-,,,,
T614,Cade McDonald,CLE,WR,-,-,-,-,-,506.60,-,-,,,,
T614,Dax Hill,CIN,CB,-,-,176.55,-,-,-,-,-,,0.07,,
T614,Chris Hinton,LAC,DT,-,-,170.00,-,-,-,-,-,,,,
T614,Giles Jackson,PHI,WR,-,-,-,-,-,-,-,-,,,,
T614,Cornelius Johnson,GB,WR,-,-,169.99,-,-,-,-,-,,0.00,,
T614,Micah Abraham,DEN,CB,-,-,169.91,-,-,-,-,-,,,,
T614,Mike Morris,SEA,DE,-,-,170.00,-,-,-,-,-,,,,
T614,DJ Turner,CIN,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Jacob Cowing,SF,WR,-,-,169.98,-,245.61,-,-,313.10,,,Ques,Hamstring
T614,Dan Jackson,DET,S,-,-,170.00,-,-,-,-,-,,,IR,Leg
T614,Ty James,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,Jackson Hawes,BUF,TE,-,-,169.98,-,-,-,-,-,,,,
T614,Deion Hankins,CHI,RB,-,-,-,-,-,-,-,-,,,Ques,Knee
T614,Tyrone Broden,SEA,WR,-,-,-,-,-,-,658.70,-,,,,
T614,Christian Sims,FA,TE,-,-,-,-,-,-,588.80,-,,,,
T614,Dru Phillips,NYG,CB,474.00,-,171.89,-,-,-,-,-,,,,
T614,Ajou Ajou,IND,WR,-,-,-,-,-,-,-,-,,,,
T614,DJ Uiagalelei,LAC,QB,-,-,-,-,-,-,-,-,,,,
T614,R.J. Mickens,LAC,S,-,-,170.00,-,-,-,-,-,,,,
T614,Bryan Bresee,NO,DT,638.00,-,170.65,-,-,-,-,-,,0.02,,
T614,Trenton Simpson,BAL,LB,780.00,-,171.61,-,-,-,-,-,,,,
T614,Jakorian Bennett,PHI,CB,-,-,169.96,-,-,-,-,-,,,,
T614,Ruben Hyppolite,CHI,LB,-,-,170.70,76.46,-,-,-,-,,,,
T614,Beau Brade,BAL,S,-,-,169.96,-,-,-,-,-,,,,
T614,Myles Murphy,CIN,DE,-,-,170.00,-,-,-,-,-,,,,
T614,DaMarcus Mitchell,FA,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Sanoussi Kane,BAL,S,-,-,170.01,-,-,-,-,-,,,,
T614,O'Donnell Fortune,NYG,CB,-,-,-,-,-,-,-,-,,,,
T614,Jimmy Holiday,KC,WR,-,-,-,-,-,-,-,-,,,,
T614,Mark Redman,LAR,TE,-,-,-,-,-,-,-,-,,,,
T614,Will Howard,PIT,QB,"1,524.60",-,169.94,72.48,242.59,311.30,281.70,187.10,1.48,0.00,Ques,Hand
T614,Perrion Winfrey,DAL,DT,-,-,169.97,-,-,-,-,-,,,,
T614,Omarr Norman-Lott,KC,DT,-,-,170.03,-,-,-,-,-,,,,
T614,Johnny Wilson,PHI,WR,-,-,169.97,-,241.44,-,-,-,,,,
T614,Xavier Hutchinson,HOU,WR,-,-,169.98,-,241.40,-,-,-,,,,
T614,Noah Sewell,CHI,LB,-,-,170.00,-,-,-,-,-,,,,
T614,Bradyn Swinson,NE,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Clark Phillips,ATL,CB,-,-,170.00,-,-,-,-,-,,,Ques,Ribs
T614,Carson Bruener,PIT,LB,-,-,170.00,-,-,-,-,-,,,,
T614,Ethan Garbers,FA,QB,-,-,-,-,-,479.00,392.00,-,,,,
T614,Cooper McDonald,KC,LB,-,-,-,-,-,-,-,-,,,,
T614,Kayshon Boutte,NE,WR,270.10,-,169.93,-,274.65,277.20,297.00,257.20,1.32,0.00,,
T614,Dwight McGlothern,MIN,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Jaquelin Roy,NE,DT,-,-,170.00,-,-,-,-,-,,,IR,Undisclosed
T614,Brady Cook,NYJ,QB,-,-,-,-,-,-,-,-,,,,
T614,Harrison Mevis,NYJ,K,-,-,169.72,-,-,-,-,-,,0.00,,
T614,Warren Brinson,GB,DT,-,-,170.00,-,-,-,-,-,,,,
T614,Kendall Milton,CIN,RB,-,-,169.99,-,-,-,-,-,,0.00,Ques,Undisclosed
T614,Eli Ricks,PHI,CB,-,-,170.00,-,-,-,-,-,,,,
T614,BJ Ojulari,ARI,DE,-,-,170.03,-,-,-,-,-,,,PUP-P,Knee - ACL
T614,Xavier Restrepo,TEN,WR,369.01,-,169.98,88.72,271.05,279.90,212.40,221.40,1.39,,,
T614,Caden Prieskorn,DEN,TE,-,-,-,-,-,-,-,-,,,,
T614,Israel Abanikanda,GB,RB,-,-,169.98,-,-,-,-,430.90,,0.00,,
T614,Nathan Carter,ATL,RB,-,-,-,-,-,526.30,583.10,618.60,,,,
T614,Jared Ivey,SEA,DE,-,-,-,-,-,-,-,-,,,,
T614,Kyle Kennard,LAC,LB,-,-,170.02,-,-,-,-,-,,,,
T614,Kendre Miller,NO,RB,181.13,-,170.51,204.56,244.82,265.50,239.90,230.10,1.05,0.02,,
T614,Savion Williams,GB,WR,270.09,-,169.97,71.58,259.58,348.40,283.50,243.70,1.08,0.00,,
T614,Ja'Lynn Polk,NE,WR,-,-,169.98,-,244.85,-,335.80,287.30,,0.00,Ques,Arm
T614,Gee Scott,NE,TE,-,-,-,-,-,-,-,-,,,,
T614,Quinyon Mitchell,PHI,CB,-,-,169.95,-,-,-,-,-,,0.13,,
T614,Jaylin Lane,WAS,WR,"1,441.38",-,169.97,76.00,249.79,291.30,274.40,241.50,2.67,0.00,,
T614,Shermari Jones,FA,RB,-,-,-,-,-,-,-,-,,,,
T614,Upton Stout,SF,CB,659.00,-,169.98,-,-,-,-,-,,,Ques,Calf
T614,Darrell Luter,SF,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Jamie Sheriff,SEA,LB,-,-,170.03,-,-,-,-,-,,,,
T614,Kimani Vidal,LAC,RB,"1,532.40",-,169.99,-,256.92,-,337.70,316.80,,0.00,,
T614,Tez Johnson,TB,WR,323.89,-,169.95,-,243.63,-,292.20,283.30,,0.00,,
T614,Tyrice Knight,SEA,LB,299.00,-,173.33,-,-,-,-,-,,0.04,Ques,Knee
T614,Vernon Broughton,NO,DT,-,-,170.03,-,-,-,-,-,,,,
T614,Tyler Batty,MIN,DE,-,-,-,-,-,-,-,-,,,,
T614,Ryan Rehkow,CIN,P,469.00,-,170.88,-,-,-,-,-,,,,
T614,Ellis Merriweather,FA,RB,-,-,169.99,-,-,398.00,-,-,,,Out,Undisclosed
T614,Aeneas Peebles,BAL,DT,-,-,170.02,-,-,-,-,-,,,,
T614,Rylie Mills,SEA,DT,-,-,170.00,-,-,-,-,-,,,NFI-A,Knee - ACL
T614,Xavier Watts,ATL,S,-,-,169.88,69.94,-,-,-,-,,,,
T614,Art Green,NYG,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Efton Chism,NE,WR,"1,395.19",-,169.79,107.90,243.62,-,307.00,271.20,0.90,0.02,Ques,Undisclosed
T614,Johnny King,FA,WR,-,-,-,-,-,602.20,-,447.70,,,,
T614,Joshua Karty,LAR,K,240.35,-,170.07,187.64,-,679.40,-,-,,0.06,,
T614,Benjamin Yurosek,MIN,TE,-,-,-,-,-,-,-,-,,,,
T614,Kris Abrams-Draine,DEN,CB,-,-,169.96,-,-,-,-,-,,,,
T614,Jaylon Carlies,IND,LB,492.00,-,171.64,-,-,-,-,-,4.41,,Ques,Ankle
T614,Ennis Rakestraw,DET,CB,-,-,170.00,-,-,-,-,-,,,IR,Shoulder
T614,Jermaine Burton,CIN,WR,"1,646.60",-,169.97,-,262.98,315.60,329.60,277.70,,0.00,Ques,Undisclosed
T614,Jalen Carter,PHI,DT,206.00,-,169.37,-,-,-,-,-,,0.14,,
T614,Daijun Edwards,FA,RB,-,-,-,-,-,509.00,397.00,-,,,,
T614,CJ West,SF,DT,-,-,170.00,-,-,-,-,-,,,Ques,Knee
T614,Luke Floriea,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Hamstring
T614,Jeremy Crawshaw,DEN,P,-,-,173.27,-,-,-,-,-,,0.16,,
T614,Antwaun Powell-Ryland,PHI,LB,-,-,170.00,-,-,-,-,-,,,,
T614,Kelee Ringo,PHI,CB,-,-,169.98,-,-,-,-,-,,,,
T614,Marcus Rosemy-Jacksaint,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,Arian Smith,NYJ,WR,"1,703.60",-,169.96,92.18,247.29,349.70,291.10,262.90,0.81,,,
T614,Darnell Washington,PIT,TE,"1,601.60",-,169.82,-,242.01,-,-,385.40,,0.00,,
T614,Hunter Dekkers,FA,QB,-,-,-,-,-,-,-,-,,,,
T614,T.J. Tampa,BAL,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Stevo Klotz,LAC,TE,-,-,-,-,-,501.30,-,-,,,,
T614,J.R. Singleton,SEA,DT,-,-,-,-,-,-,-,-,,,,
T614,Jalen Brooks,DAL,WR,-,-,169.99,-,-,-,-,-,,,,
T614,Darius Cooper,PHI,WR,"1,185.20",-,-,-,241.30,497.30,617.10,495.00,,,,
T614,Yaya Diaby,TB,LB,311.00,-,174.10,-,-,-,-,-,,0.03,,
T614,Greedy Vance,LV,CB,-,-,-,-,-,-,-,-,,,,
T614,Jordan Watkins,SF,WR,"1,499.45",-,169.98,86.04,242.87,-,319.70,305.60,,0.00,Ques,Ankle
T614,Quali Conley,CIN,RB,-,-,-,-,-,-,-,-,,,,
T614,LaMareon James,CLE,CB,-,-,-,-,-,-,-,-,,,Ques,Concussion
T614,Tre Hawkins,NYG,CB,-,-,169.94,-,-,-,-,-,,,,
T614,Dontae Fleming,MIN,WR,-,-,-,-,-,-,-,-,,,,
T614,Emani Bailey,CAR,RB,-,-,-,-,-,-,-,-,,,,
T614,Trey Amos,WAS,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Tyler Neville,DAL,TE,-,-,-,-,-,-,-,-,,,,
T614,Evan Anderson,SF,DT,-,-,170.02,-,-,-,-,-,,,,
T614,Micah Robinson,GB,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Robert Kennedy,FA,CB,-,-,-,-,-,-,-,-,,,,
T614,Cody Lindenberg,LV,LB,-,-,170.00,-,-,-,-,-,,,,
T614,Duece Watts,FA,WR,-,-,-,-,-,591.90,-,-,,,,
T614,Michael Pratt,TB,QB,-,-,169.91,-,-,-,-,-,,0.00,PUP-R,Back
T614,Moose Muhammad,FA,WR,-,-,-,-,-,369.00,453.70,-,,,Ques,Undisclosed
T614,Fadil Diggs,NO,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Jaylon Jones,IND,CB,394.00,-,170.67,-,-,-,-,-,,,Ques,Hamstring
T614,Antonio Johnson,JAX,S,779.00,-,170.00,-,-,-,-,-,,,,
T614,KeAndre Lambert-Smith,LAC,WR,"1,182.57",-,169.92,76.91,249.04,325.80,263.70,271.20,2.46,0.00,,
T614,Fatorma Mulbah,NYJ,DT,-,-,-,-,-,-,-,-,,,,
T614,John Saunders,MIA,S,-,-,-,-,-,-,-,-,,,,
T614,Maximilian Mang,IND,TE,-,-,-,-,-,-,-,-,,,,
T614,Kobe Hudson,CAR,WR,-,-,-,-,-,-,-,-,,,,
T614,Kyle Dugger,NE,S,318.00,-,176.17,-,-,-,-,-,,0.17,,
T614,Mitchell Agude,DET,LB,-,-,170.00,-,-,-,-,-,,,,
T614,John Humphrey,LV,CB,-,-,-,-,-,-,-,-,,,,
T614,Stephen Gosnell,BUF,WR,-,-,-,-,-,-,-,515.60,,,,
T614,Tershawn Wharton,CAR,DT,-,-,171.24,-,-,-,-,-,1.67,,,
T614,Cedric Gray,TEN,LB,415.00,-,171.15,-,-,-,-,-,,,,
T614,John Copenhaver,JAX,TE,-,-,-,-,-,-,-,-,,,,
T614,Chimere Dike,TEN,WR,"1,595.60",-,169.97,93.86,244.69,317.80,285.40,254.90,1.68,0.00,,
T614,Nick Herbig,PIT,LB,-,-,169.98,-,-,-,-,-,,0.01,Ques,Hamstring
T614,Sandro Platzgummer,FA,RB,-,-,-,-,-,-,-,623.70,,,,
T614,John Hurst,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Ankle
T614,Domenique Davis,PIT,DT,-,-,170.00,-,-,-,-,-,,,,
T614,Malachi Corley,NYJ,WR,-,-,169.98,-,242.87,351.50,339.70,300.60,,,,
T614,Mitchell Tinsley,CIN,WR,-,-,170.00,-,-,-,-,-,,,,
T614,Mason Kinsey,TEN,WR,-,-,169.99,-,-,-,-,-,,0.00,,
T614,Will Sheppard,GB,WR,-,-,-,-,-,-,-,-,,,,
T614,Xavier Guillory,BAL,WR,-,-,-,-,-,-,-,-,,,,
T614,Tommy Mellott,LV,WR,-,-,169.96,-,-,-,-,379.60,,0.00,,
T614,Dymere Miller,NYJ,WR,-,-,-,-,-,-,-,-,,,,
T614,Teddye Buchanan,BAL,LB,-,-,170.52,83.38,-,-,-,-,,,,
T614,Lan Larison,NE,RB,-,-,169.98,-,241.22,-,-,382.10,,,IR,Foot
T614,Antwane Wells,NYG,WR,-,-,-,-,-,-,-,397.80,,,,
T614,Zach Evans,FA,RB,-,-,170.00,-,-,-,-,-,,0.00,,
T614,Luke Lachey,HOU,TE,-,-,169.99,-,241.18,-,-,-,,,,
T614,Yahya Black,PIT,DT,-,-,170.05,-,-,-,-,-,,,,
T614,Lukas Van Ness,GB,DE,729.00,-,170.54,-,-,-,-,-,,0.03,Ques,Back
T614,Tory Taylor,CHI,P,391.00,-,169.26,-,-,-,-,-,,0.37,,
T614,Natrone Brooks,ATL,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Javon Baker,NE,WR,-,-,169.99,-,241.86,-,-,345.10,,0.00,,
T614,Malachi Moore,NYJ,S,-,-,170.00,-,-,-,-,-,,,,
T614,Brian Branch,DET,S,136.00,-,103.25,-,-,-,-,-,,7.24,,
T614,Que Robinson,DEN,DE,-,-,170.22,-,-,-,-,-,,,,
T614,Tim Smith,IND,DT,-,-,169.98,-,-,-,-,-,,,,
T614,Caleb Lohner,DEN,TE,-,-,169.99,-,-,-,-,-,,,,
T614,Tyrus Wheat,DAL,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Malik Heath,GB,WR,-,-,169.98,-,-,-,556.20,-,,,,
T614,Emmanuel Forbes,LAR,CB,-,-,170.00,-,-,-,-,-,,,,
T614,AJ Henning,MIA,WR,-,-,-,-,-,-,611.70,-,,,,
T614,Korie Black,NYG,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Dillon Johnson,FA,RB,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T614,Decamerion Richardson,LV,CB,788.00,-,170.02,-,-,-,-,-,,,,
T614,Tulu Griffin,FA,WR,-,-,-,-,-,-,-,-,,,,
T614,McKinnley Jackson,CIN,DT,-,-,170.00,-,-,-,-,-,,,,
T614,Edgerrin Cooper,GB,LB,240.00,-,172.90,-,-,-,-,-,,0.22,,
T614,Caelen Carson,DAL,CB,-,-,169.98,-,-,-,-,-,,,Ques,Knee
T614,Ke'Shawn Williams,PIT,WR,-,-,-,-,-,-,-,553.60,,,,
T614,Colin Granger,FA,TE,-,-,-,-,-,-,690.90,527.10,,,Ques,Undisclosed
T614,Chris Tyree,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T614,Michael Mayer,LV,TE,478.51,-,170.02,-,275.82,301.20,298.10,258.50,,0.00,,
T614,Justin Rogers,FA,DT,-,-,169.80,-,-,-,-,-,,,,
T614,Deane Leonard,LAC,CB,-,-,170.00,-,-,-,-,-,,,Ques,Leg
T614,Tyler Baron,NYJ,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Jalin Hyatt,NYG,WR,-,-,169.92,-,245.92,-,318.20,310.50,,0.00,,
T614,Jabari Small,FA,RB,-,-,-,-,-,368.00,-,-,,,Ques,Undisclosed
T614,Omari Thomas,NO,DT,-,-,-,-,-,-,-,-,,,,
T614,Frank Gore,BUF,RB,-,-,169.96,-,-,-,-,-,,0.00,,
T614,Carrington Valentine,GB,CB,-,-,170.29,-,-,-,-,-,,,,
T614,Jalen McLeod,JAX,LB,-,-,169.97,-,-,-,-,-,,,Ques,Lower Body
T614,Connor O'Toole,SEA,LB,-,-,-,-,-,-,-,-,,,,
T614,Jaylen Watson,KC,CB,-,-,170.51,-,-,-,-,-,,,Ques,Concussion
T614,Chau Smith-Wade,CAR,CB,-,-,170.54,-,-,-,-,-,,,,
T614,Tuli Tuipulotu,LAC,LB,228.00,-,171.34,-,-,-,-,-,,,,
T614,Silas Bolden,MIN,WR,-,-,-,-,-,-,-,-,,,,
T614,Robert Longerbeam,BAL,CB,-,-,170.00,-,-,-,-,-,,,IR,Knee
T614,Max Melton,ARI,CB,-,-,170.65,-,-,-,-,-,,,,
T614,John Hoyland,FA,K,-,-,-,-,-,683.20,-,-,,,,
T614,Cam Miller,LV,QB,-,-,169.98,-,-,-,-,303.40,,,,
T614,Marques Sigle,SF,S,-,-,170.00,-,-,-,-,-,,,,
T614,Gervon Dexter,CHI,DT,427.00,-,171.37,-,-,-,-,-,,,,
T614,Princely Umanmielen,CAR,DE,-,-,170.00,-,-,-,-,-,,,,
T614,Donte Kent,PIT,CB,-,-,170.00,-,-,-,-,-,,,,
T614,Devon Garrison,FA,TE,-,-,-,-,-,-,-,-,,,,
T614,Jah Joyner,LV,DE,-,-,-,-,-,-,-,-,,,,
T614,Kisean Johnson,CLE,WR,-,-,-,-,-,-,-,-,,,,
T614,Myles Harden,CLE,CB,-,-,169.93,-,-,-,-,-,,,,
T614,J.J. Galbreath,PIT,TE,-,-,-,-,-,-,516.60,-,,,,
T614,Brayden Thomas,FA,LB,-,-,169.99,-,-,-,-,-,,,,
T614,Marcus Yarns,NO,RB,-,-,-,-,241.22,-,354.20,339.00,,,,
T614,Keondre Jackson,BAL,S,-,-,-,-,-,-,-,-,,,,
T614,Isaiah Davis,NYJ,RB,"1,454.98",-,170.22,-,271.84,307.70,295.10,265.00,0.75,0.00,Ques,Ankle
T614,Jamoi Mayes,CIN,WR,-,-,-,-,-,-,-,-,,,,
T614,Jaleel McLaughlin,DEN,RB,287.81,-,170.12,-,257.05,281.70,300.00,270.90,,0.00,,
T614,Drew Ogletree,IND,TE,-,-,169.98,-,-,-,-,-,,,,
T614,Daniel Jackson,HOU,WR,-,-,-,-,-,-,-,-,,,,
T614,Sam Webb,LV,CB,-,-,170.00,-,-,-,-,-,,,,
T614,C.J. Ravenell,BAL,DE,-,-,-,-,-,-,-,-,,,,
T614,Zy Alexander,FA,CB,-,-,-,-,-,-,-,-,,,,
T614,Jaden Shirden,FA,RB,-,-,-,-,-,-,-,-,,,,
T614,Devontez Walker,BAL,WR,-,-,169.96,-,242.75,-,-,383.40,,,,
T614,Joaquin Davis,DEN,WR,-,-,-,-,-,-,-,-,,,,
T614,Jackson Woodard,HOU,LB,-,-,-,-,-,-,-,-,,,,
T614,Rivaldo Fairweather,DAL,TE,-,-,-,-,-,-,489.80,-,,,,
T614,Mello Dotson,CAR,CB,-,-,-,-,-,-,-,-,,,,
T614,Montana Lemonious-Craig,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Lower Body
T614,Christian Gonzalez,NE,CB,717.00,-,169.84,-,-,-,-,-,,0.37,Ques,Hamstring
T614,Luke Grimm,LAC,WR,-,-,-,-,-,418.00,-,-,,,,
T614,Brenden Rice,LAC,WR,-,-,169.98,-,-,-,-,-,,,,
T614,Cam Jackson,CAR,DT,-,-,170.00,-,-,-,-,-,,,,
T614,DeMeer Blankumsee,FA,WR,-,-,-,-,-,363.00,699.30,503.30,,,,
T614,Kam Arnold,WAS,LB,-,-,-,-,-,-,-,-,,,,
T614,Rakim Jarrett,TB,WR,-,-,170.00,-,-,-,494.90,-,,,,
T614,Tarheeb Still,LAC,CB,588.00,-,171.22,-,-,-,-,-,,,,
T614,Glendon Miller,KC,S,-,-,-,-,-,-,-,-,,,,
T614,Devonte O'Malley,GB,DT,-,-,-,-,-,-,-,-,,,,
T614,Malik Mustapha,SF,S,-,-,170.42,-,-,-,-,-,,,PUP-P,Knee - ACL
T614,Nohl Williams,KC,CB,-,-,170.00,-,-,-,-,-,,,Ques,Concussion
T614,Tanner Brown,FA,K,-,-,169.96,-,-,638.30,-,645.60,,,,
T614,Mac McWilliams,PHI,CB,-,-,170.00,-,-,-,-,-,,,,
T614,DeWayne McBride,FA,RB,-,-,169.91,-,-,661.70,-,-,,0.00,,
T614,Sam Brown,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Ankle
T614,Jeremiah Walker,CHI,CB,-,-,-,-,-,-,-,-,,,,
T614,Ja'Quinden Jackson,JAX,RB,-,-,-,-,-,-,-,428.00,,,,
T614,Kitan Crawford,ARI,S,-,-,170.00,-,-,-,-,-,,,,
T614,Jahdae Barron,DEN,CB,665.00,-,170.53,62.23,-,-,-,-,,,,
T614,Jaylan Ford,NO,LB,-,-,170.00,-,-,-,-,-,,,,
T614,Moochie Dixon,NO,WR,-,-,-,-,-,612.50,-,591.10,,,,
T614,Alfred Collins,SF,DT,-,-,170.01,-,-,-,-,-,,,,
T614,Drake Dabney,TEN,TE,-,-,-,-,-,-,-,-,,,,
T614,Danny Gray,FA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Finger
T614,Marlowe Wax,LAC,LB,-,-,-,-,-,-,-,-,,,,
T614,Sean Tucker,TB,RB,250.63,-,170.21,188.62,262.43,263.30,287.80,259.50,3.43,0.01,,
